Co-fermented with 3% Viognier this has a nice peppery lift. The fruit flavors seem less forward with the herbal components much more front and center. It's made from a clone specific to the Cougar Hill Vineyard showing cool climate flavors with subtle grace. Given a full 24 hours of breathing time it opens further into a dazzling rich mix of cherry and cassis that's soaked in an herbal broth.,US,Syrah
Tannic and closed now this wine has a tough-as-nails astringency that brings to mind an older style of Howell Mountain Cabernet Sauvignon one that required many years of aging. However this wine is considerably riper and fruitier than anything the mountain used to yield testimony to modern growing and extractive measures. It is in a word delicious with deep long blackberry black currant crème de cassis and smoke flavors. But like the 2007 it needs serious time in the cellar. Try after 2018.,US,Cabernet Sauvignon
Concentrated and wonderfully aromatic this ages for 32 months in 75% new French oak plus another 28 months in bottle prior to its release. Smooth as silk it mixes berry cherry and plum notes with whiffs of smoke green tea and chocolate. Just past the stage of primary fruit flavors it drinks beautifully but can certainly be cellared for another decade at least.,US,Cabernet Sauvignon
There aren't very many Cabernets from the small Chalk Hill appellation in eastern Sonoma County. This one is excellent a worthy follow-up to the winery's 2007 offering smooth and rich tannins with elaborate blackberry cherry cassis and mocha flavors. New oak plays a dominant role but it should recede as the wine integrates over time. Give it 6–8 years in the cellar.,US,Cabernet Sauvignon
Goldschmidt has held this single-vineyard Cabernet back for more than five years an expensive proposition. And it needs even more time. Although it's magnificent the parts haven't yet come together. It's massive in blackberry and cassis liqueur flavors and the tannins are pure Alexander Valley—soft and herbal—but the oak sticks out like a sore thumb. Put it in the cellar until at least 2018 and it could go far beyond that.,US,Cabernet Sauvignon
This classy Syrah opens with a note of pretty funkiness wrapped around stiff tight rather herbal flavors. The berry flavor is ripe but in no way jammy. Here the emphasis is on nuance earthiness and herbal details.,US,Syrah
There's a lot of lees influence on this wine which gives it a sourdough taste and creamy mouthfeel. It's dense in tropical fruit citrus green apple and honey notes with a touch of sweet smoky oak. A dry complex multilayered wine this will gain traction with 2–4 years in the cellar.,US,Chardonnay
Another great Hillside Select from selected blocks in Shafer's vineyard. It's a perfect illustration of the “iron fist in a velvet glove” description of Stags Leap Cabernet with perhaps more emphasis this year on the velvet than the iron. With smooth tannins and luxurious oak-influenced blackberry and black cherry jam flavors it's delicious now and will provide plenty of pleasure over the next 8–10 years.,US,Cabernet Sauvignon
This is pure Cabernet—tight tannic and terroir-driven. It has a dense mix of fruit rock earth and herb flavors that are nicely integrated with a full palate and fine complexity and density. A little more barrel toast would put the icing on the cake.,US,Cabernet Sauvignon
The vineyard straddles Atlas Peak and the Pritchard Hill region and this beautiful Cabernet shows its terroir in the firm tannins and ripe complex flavors. It's high in alcohol which gives it some heat and it is rich in flavors of blackberry and cherry jam and cassis liqueur. Give it an hour or two in the decanter and drink now.,US,Cabernet Sauvignon
Lush plush and absolutely delicious this shows a range of softly approachable flavors including blackberry cherry currant anise cocoa mineral buttery oak and spice. The tannins are thick but finely ground. It's firmly set in the modern cult style and may not be an ager but it sure impresses now.,US,Cabernet Sauvignon
Quietly Hewitt flies below the radar often producing Cabernets that while not cheap rival their pricier competition. Consider their '09 a deal. It's dry smoothly tannic and complex offering waves of black cherry jam mocha licorice and smoky oak. You can drink this lovely wine now but it should develop in the bottle over the next 10 years.,US,Cabernet Sauvignon
From the acclaimed Champoux vineyard this puts the purple fruit in a wrap of pretty baking spices. Barrel aging adds cocoa and coffee while the acidity is sufficient to keep the wine from feeling too tannic. Another couple of years of bottle age—or brisk decanting—should put it at its peak.,US,Petit Verdot
Distinctive and generous this white Rhône-style wine is made from Sierra Foothills grapes by a seasoned Napa winemaker. It tastes like vanilla hazelnuts and pears has a creamy texture feels layered with fruit and spice notes and has good acidity balanced by richness of flavor.,US,White Blend
This has a brighter yellow color than most of its peers more body riper fruit flavors and—unusual for this variety in America—probably some oak influence. Rather full bodied but well-balanced and very smooth it combines peach and pear flavors with a hefty mouthfeel.,US,Pinot Gris
A classic Napa Valley Chardonnay this is smooth rich balanced and well composed. Flowery aromas of honeysuckle open the way for lemon curd and ripe apple to compete with a depth of crème brûlée character that provides plenty of complexity with additional accents of honey and spice.,US,Chardonnay
Attractively priced this Cab—with 5% Petit Verdot—offers meaty bacon and smoky oak character around sizable tannins black currant black licorice and a finishing dust of mocha.,US,Cabernet Sauvignon
Kian Tavakoli is the winemaker for this small-production Cabernet Sauvignon with some Merlot Petit Verdot and Cabernet Franc. A brambly full-bodied wine it's concentrated in black fruit with a spicy streak of clove.,US,Cabernet Sauvignon
Winemaker Anna Monticelli spent a harvest at Cheval Blanc in Bordeaux and worked under Philippe Melka at Seavey and Bryant Family. She leaves her own mark on this structured silky robust and rich Cabernet bright in red cranberry and clove. Firehouse Vineyard is on the winery estate and given to floral and herbal notes both of which suggest themselves slowly here.,US,Cabernet Sauvignon
This is a modestly priced Napa Cabernet that's feral and brambly the flavors well-composed and soft in black plum and black cherry. It's well balanced and structured with ample tannins and length on the finish.,US,Cabernet Sauvignon
Warmed croissant yeastiness matches up with sea salt and lemon butter on the nose of this bottling from the pioneering Santa Barbara Winery. The salinity carries on the palate with apple pie and butterscotch presenting a nicely oaked but not overdone palate.,US,Chardonnay
Fruity frills of strawberry surround a core of black New Mexican chiles with cinnamon and clove emerging the longer one sniffs. There's nice tension between the fruit flavors and the nearly bell pepper greenness. Throw a chill on it and serve with barbecued pork.,US,Cabernet Franc
This is a delicious Chardonay. It dances in pear peach and lemon notes. Balanced and addictive it's easy to love and not overly complicated at all. Encased in just enough oak to provide texture and weight this is a great wine for parties or casual dinners pairable with just about anything.,US,Chardonnay
With rich melon aromas ripe apple flavors and a soothing almost soft texture this wants some rich sophisticated cooking to go with it like sautéed fish with a classic French sauce. Subtle acidity keeps the notes of almond and apple lingering on the finish.,US,Sauvignon Blanc
Slightly funky scents of asphalt and sweaty socks come along with graphite pressed blackberry and New Mexico chile. The palate is led by tobacco-laced zing opening with boysenberry flavors and finishing with decent acidity and mouth-coating tannins.,US,Cabernet Sauvignon
Made from a mix of vineyards across the Napa Valley this pays tribute to the early days of grape growing in the region and is a wine equally worthy of recognition. Exhibiting dark cherry stone and wild strawberry aromas the palate is complex tannic and round a subtle suggestion of smoke on the finish balanced by bright acidity.,US,Zinfandel
This is a lightly aromatic wine with notes of lees apple mineral and spice. It's medium bodied with a thick textured feel showing good weight and intensity to the fruit flavors alongside well-balanced acidity. A uniquely styled wine without an easy comparison in the region.,US,Chardonnay
Coming in at 12.8% alcohol—nearly unheard of for a Washington red particularly in a warm vintage—it brings appealing notes of dark plum accented by black pepper and dried herbs. It's silky soft in feel with a dazzling sense of texture and purity with little apparent oak influence.,US,Malbec
There's been no price increase for this outstanding value but the quality keeps going up and up. It's packed with juicy red berry and cassis fruit—supple tangy deep and lingering. The finish carries a suggestion of chalk more in the sense of minerality than any artificial dryness.,US,Cabernet Sauvignon
Sanguine and brawny it's concentrated in dark plum and blueberry fruit with an earthy element teasing around the edges. The finish is marked by power and grip.,US,Cabernet Sauvignon
This vintage of the winery's Sauvignon Blanc doesn't reflect the tropicality that's started to define the region. It has more warmth to the nose than the grassy pungency common elsewhere but the stronger differences are on the palate with cooked apple squeezed lemon and a brisk acidity though not a particularly long finish. Altogether this is a mellow subdued wine.,US,Sauvignon Blanc
Almost like a salad in your glass this fresh-tasting dry white wine smells like sugar snap peas and just-picked greens. It tastes snappy and crisp with parsley and thyme flavors and has a refreshing texture.,US,Verdelho
A tasty lighter style of Pinot Noir it offers fresh cherry and raspberry aromas juicy fruit flavors and a delicate texture. There's enough complexity to keep you coming back for another sip.,US,Pinot Noir
Plush and mouthfilling this blend of Petit Sirah Malbec Cabernet Franc Syrah and Tinta Cão comes with notes of wild berries cedar flowers and spiced cocoa. Dusty tongue-coating tannins keep the palate grounded.,US,Red Blend
Expressive honeyed white currant banana purée and peach aromas give this blend of Viognier and Roussanne depth. The palate is smooth lush and weighty and it ends with some warmth and flower tones.,US,White Blend
Graham cracker and lemon aromas weave into the brioche and porcini undertones. Graceful in weight this bears a frothy bead that lends the palate tension. Aged on lees for 36 months.,US,Pinot Noir
Bold and fruity this saignée-style rosé is 75% Syrah and 25% Pinot Noir. Tart tangy primary fruit flavors of watermelon strawberry and cranberry fill the mouth turning just a little bit sour in the finish.,US,Rosé
This crisp clean Chardonnay is a good find for $20. Fruity with a suggestive note of caramel on the nose it delivers a taste of citrus and green apple on the palate that evolves into a satisfying finish that's entirely tropical.,US,Chardonnay
An amalgam of 85% Tannat 10% Cabernet Sauvignon and 5% Petit Verdot this sports leather and blackberry aromas. The medium-bodied palate comes with tight finely plaited tannins and the boosted acids give the wine spine.,US,Tannat
There's a honeyed note to this wine yet it's crisp in acidity giving it a mouthwatering savoriness for drinking now. The flavors veer toward Asian pears peaches and tart gooseberries.,US,Sauvignon Blanc
Nice and dry with some smooth tannins framing berry cherry and oak flavors. Serve it at big parties at the beach wherever. Nobody will complain.,US,Meritage
Though this is pure Cabernet from an excellent Walla Walla vineyard the flavors seem rather harsh and quite astringent. The dark fruit is cloaked in bitter chalky tannins that require some rich food to cut through.,US,Bordeaux-style Red Blend
Lots of early-drinking charm in this Pinot Noir. It's light and silky with a modest alcohol level that makes it easy to drink. The raspberry cherry cola and oak flavors are delicious.,US,Pinot Noir
This Bordeaux-style blend remains a fair value showing some sweet barrel spices along with opening fruit flavors of red and black berry. It thins out in the middle and finishes with a simple fruity flourish.,US,Bordeaux-style Red Blend
Hailing from the cool 2011 vintage this Cabernet—which includes healthy doses of Malbec and Syrah—is light in style with notes of herbs and currant. With the oak (21% new American) dialed back it's fresh and direct.,US,Cabernet Sauvignon
This Chard's oak accents pineapple and lemon fruit flavors. It's dry yet honeyed that paradox of Chardonnay with a good burst of citrusy acids for brightness.,US,Chardonnay
This 100% Sauvignon Blanc isn't fully ripe yet it's dry and crisp with a mouthwatering cleanness. There's an edge to the Meyer lemon lime green melon and vanilla flavors.,US,Sauvignon Blanc
An aromatically appealing wine with notes of cinnamon chocolate and cherry. Unfortunately it's quite tart with grainy somewhat bitter tannins.,US,Cabernet Sauvignon
In Spain Albariño is usually a steely bone dry sea-inflected white wine. Here it is made in an off-dry style with 10 g/L residual sugar. The sweetness masks any apparent varietal specificity resulting in a pleasant but generic white wine.,US,Albariño
The winery doesn't tell us what the blend is but it tastes vaguely Rhônish. It's dry velvety and forward in cherry pie mocha and spice flavors wrapped into firm tannins. It's a little hot in alcohol. Drink up.,US,Red Blend
Raspberry jam and oak are the flavors of this drink-me-now wine. Brisk acidity gives it a mouthwatering cleanness. The single-clone angle has resulted in a certain one-dimensionality.,US,Pinot Noir
This straddles the border between an off-dry table wine and a dessert wine. It's crisp in acidity with candied orange golden apricot and honey flavors. You could certainly drink it with cookies and fruits but it's just dry enough to stand up to squash baked with brown sugar and a piece of grilled chicken.,US,Moscato
Pinot Grigios like this helped make the variety one of America's most popular wines. While it's basically dry and crisp in acidity it offers jammy green apple lemon and lime Lifesaver candy and vanilla notes that appeal to consumers.,US,Pinot Grigio
This is the inaugural vintage for this producer a husband-and-wife team in partnership with winemaker Maayan Koschitzky who also works with Philippe Melka. The vineyard-designate is lush and powerful a full-bodied tannic representative of an amazing growing year. Mint black olive blackberry and cigar highlight the sensual texture enriched in dark chocolate.,US,Cabernet Sauvignon
Softened by 10% Merlot 3% Malbec and 1% Petit Verdot this is a medium-bodied elegant wine with highlights of coffee cedar and cherry-vanilla. Classic elements of cedar and dried herb complement firm solid tannin.,US,Cabernet Sauvignon
Candied cranberry and grape meet with light nutmeg gingersnap cookies and wet slate on the rich interesting nose of this wine by Lompoc-based Brian Loring. The palate is power-packed and spicy with boysenberry sandalwood cedar incense star anise and black-tea touches.,US,Pinot Noir
Rhubarb ripe cherry and wet slate show on this wine one of the many higher-end single-vineyard expressions that winemaker Paul Clifton makes for the Hahn family. Hearty beet juice and lots of star anise show on the sip that is redolent with dark wild berries.,US,Pinot Noir
Baked black cherry rare roast beef and light sage aromas show on the dynamic earthy nose of this bottling by Winemaker Paul Clifton. Garrigue is prominent on the tip of the sip with strong but not overripe black cherry and plum flavors. These lead into forest floor juniper pine needle and mulling spice on the finish.,US,Pinot Noir
Concentrated well structured and not too full bodied this is an almost architectural wine in how it fills out the palate and clings to the taste buds. It has an appetizing texture due to fine-grained tannins a sense of ripeness without overripeness plus deep and layered fruit coffee and black-pepper nuances.,US,Syrah
From a block planted in 1910 consisting of hearty portions of mixed blacks this wine is abundantly floral in rose petals with a plummy core dusted in smoky oak. The tannin structure is sizable while the wine is full of leather cigar box and black pepper accents that weave within the ripe fruit.,US,Zinfandel
An oxidative style of Chardonnay seems to match the old-vine character in this bottling that is a nutty yellow in color and shows crushed hazelnuts dried lemon sourdough and croissant on the nose. Lemon rinds tangerine and walnut flavors appear on the sip which is rich and nutty but not unctuous.,US,Chardonnay
This sultry big-boned wine offers deft aspects of black pepper and dried herb atop a softly layered touch of brown sugar. Richness is there as is a voluptuous flirtatiousness yet it remains dry and dusty on the palate and classically varietal.,US,Zinfandel
Dark dense with fruit flavor and thickly tannic this full-bodied wine is a monument to concentration ripeness and richness. Massive tannins are matched by huge jammy fruit with a sense of layering and depth that is impressive and satisfying to experience.,US,Red Blend
A blend of Syrah (68%) Grenache (29%) and Viognier this wine brings pungent directly appealing aromas of smoked meat blue fruit black olive orange peel and high-toned flowers. The blue and black-fruit and smoked-meat flavors are silky and well constructed with a finish that lingers.,US,Rhône-style Red Blend
The producer sources from three sites each vineyard-designate worthy: Cleary Ranch and Rayhill Vineyard in Freestone and Stiling Vineyard in Russian River Valley. Together they sing coaxing spicy white pepper and clove from the grapes while a velvety texture of firm tannin provides support. Raspberry and baked cherry highlight the fruit flavors.,US,Pinot Noir
It's rare to see varietal Carmenère outside of Chile let alone in Long Island and such a great surprise when it's as tasty as this. It's lusciously fruity yet pristinely fresh boasting crisp black-plum and cherry flavors that penetrate deeply on the palate. A herbaceous swathe of green leaf and bramble only accentuates the freshness. Fine firm tannins need a few years to meld. Hold until 2020.,US,Carmenère
The producer sources primarily from its historic Rhinefarm Estate Vineyard for this wine a rich expression of the variety opaque in color. Meat black pepper leather and tobacco give it a velvety lushness and concentration buoyed by complex savory components. The lengthy finish is all about bittersweet chocolate.,US,Cabernet Sauvignon
A savory rather than fruity blend of 60% Syrah and 40% Grenache this bottling offers black pepper anise and light violet alongside boysenberry and elderberry fruit on the nose. The palate tightens up into underripe cherry thyme marjoram and bay leaf with very dry elderberry fruit tones.,US,Rhône-style Red Blend
Handfuls of Cabernet Franc and Petit Verdot figure into this wine a lovely medium-bodied beauty that finds balance in its measured use of oak. Vanilla plum and bold jolts of pepper and cinnamon combine well on the lengthy palate.,US,Merlot
A rich opulent wine at an unbelievable price this Chard has layers of ripe peaches pears and tropical fruits and a lush overlay of toasty oak. The wonderfully creamy texture leads to a long spicy finish. Despite the statewide appellation this is as good as many regional Chardonnays.,US,Chardonnay
This blend of Cab Sauvignon Cab Franc and Merlot is young rambunctious and tight but also very interesting. The aromas of chocolate clove pepper and black plum do the trick: you are drawn in. Intense flavors of cherry plum cassis and pepper and a finish of piquant spices and oak are equally satisfying. Based on how this wine responded to air we say give it a few years to settle down.,US,Bordeaux-style Red Blend
Two thirds Cabernet Sauvignon with the other Bordeaux grapes filling in the rest. Though this 2006 vintage was held back for some time to allow for extra bottle age this is still a hard tannic wine that requires decanting. The build-out is well done tannins firm and moderately ripe fruit flavors Bordeaux-like. Right now it's a bit monolithic tasty enough but without the textural interest that most Abacela wines display.,US,Claret
Although there's no oak on this wine it has a spicy smokiness that could come from a drop of Grenache. There are also percentages of Chardonnay and Pinot Gris that fatten Sauvignon's minerals and limes. Acidity is mouthwateringly high. This isn't a great wine but it is a unique one especially for Santa Rita Hills.,US,Sauvignon Blanc
Very bright and acidic with the savory taste of a sour lemondrop candy. If you're sensitive to acidity you'll find it tart. But it's deliciously layered with tiers of buttered toast vanilla and spice.,US,Chardonnay
This is a good sound everyday Chardonnay. It's very dry and crisp in Central Coast acidity with mineral-laded flavors of lemons limes apples and pineapples touched with vanilla and buttered toast.,US,Chardonnay
A solid straightforward all-purpose Pinot Gris this offers firm and spicy pear and apple fruit some crisp phenolics giving it a racy edge and a little bite to the back of the palate. It has the acidity to stand up to creamy pasta sauces or soft cheeses.,US,Pinot Gris
Black pepper is the star of this bone-dry full-bodied young wine in both the aroma and the flavor. Below that are bold notes of black currants plums and leather. The tannins are hard giving it a mouth-stinging astringency. Your best bet is to cellar it for 3–4 years but it's somewhat risky.,US,Syrah
Light strawberry and black cherry fruit is the story here backed with decent acidity. Tannins are dark and well-structured so the wine keeps its balance. Though it does not have the weight or depth of Washington Syrahs or the sweet berry flavors of California it is soundly made drinking well fruit forward and a good choice for warm weather sipping.,US,Syrah
Light young vine fruit flavors mix strawberry and rhubarb with a tangy citrus component underscoring the midpalate. It gets a little more interesting in the finish which brings in seed flavors and a lingering orange juicy aftertaste.,US,Pinot Noir
A good dry Cabernet whose fruit flavors are balanced with rich tannins. Offers upfront flavors of blackberries cherries raspberries and cocoa. Good price considering the elegance,US,Cabernet Sauvignon
Not very Chardonnay-like more like a Viognier or Pinot Gris with its aromatic floral tropical fruit citrus melon and spice aromas and flavors. Still it's very tasty and dry as well with a crisp spine of minerally acidity.,US,Chardonnay
This is a gorgeously perfumed Riesling chock-full of white flowers and ripe juicy stonefruit but not at all cloying. Dry on the palate it exhibits elegant peach and apricot flavors that lead to a long lingering finish marked by lime peel and a hint of chalk.,US,Riesling
Harvested at 22.6 degrees brix this bright and spicy Dolcetto does not reach too far. It's tart with fruit flavors that suggest wild berries and pomegranate and tannins that are firm but never green. A fine quaffing wine.,US,Dolcetto
Even for a Mount Veeder Cab this one's pretty tannic. It also seems very oaky with lots of caramelized charred wood. Somewhere underneath it all are blackberries and black currants that are sweetly ripe. Your best bet is to cellar it but its future is uncertain given the initial irregularities.,US,Cabernet Sauvignon
Anywhere but in Oregon this could be labeled Pinot Noir which makes up 80% of the blend; the rest is Zinfandel. It's a combination that makes sense in the Columbia Gorge. The Pinot is more earthy and tannic than in the Willamette Valley and the Zin lighter than you find in California. The result is a wine tasting of wild cherries tart spicy and quite quaffable.,US,Red Blend
This Pinot bears only the simple regional Carneros appellation but it has the rich texture and complex flavors of a vineyard-designated wine. Absolutely delicious with raspberry red cherry mocha and red-licorice flavors that go on and on into a long spicy finish. Drink this lovely wine over the next few years.,US,Pinot Noir
A wonderfully drinkable Pinot Noir this wine shows the brisk acidity and long hangtime flavors of the Sonoma Coast. The fruit got exceptionally ripe so the raspberries cherries and persimmons are as sweet as jam. Yet the finish is dry and firm.,US,Pinot Noir
Still young hard and sharp-edged the wine reveals dark flavors of charred toast and espresso set around a core of tight cranberry and raspberry fruit. It's built to age and has some pleasing mocha and spice notes rounding out the finish.,US,Pinot Noir
This is the winery's best Cabernet Sauvignon in years. It has classic black currant flavor enhanced by smoky oak and feels distinguished in the mouth. It's young but should begin to mellow and show its stuff by 2017.,US,Cabernet Sauvignon
Rich soft ripe and juicy this Cab shows all the hallmarks of the modern cult style. It's incredibly lavish in oak blackberry pie cassis liqueur and licorice flavors and should drink well for the next six years.,US,Cabernet Sauvignon
Accolades to the winery for holding this wine back longer than most wineries dare to. It's just beginning to soften and develop bottle nuance but is still marked by ripe raspberries and cherries. It's really lovely now with brisk acidity brightening the fruit and should continue to mellow over until 2020.,US,Pinot Noir
So bright and zingy in acidity and so ripe in tangerine mango lime fruit and honeysuckle that you hardly notice the oak influence. Yet it's there in the form of buttered toast. The result is a big powerful Chardonnay clean and vibrant for drinking now with dramatic shellfish and pork dishes.,US,Chardonnay
This early peek at Margerum's 2012 Rhône-style red wines holds the promise of future great releases from the acclaimed vintage. The wine a blend of Syrah Mourvèdre Cinsault and Counoise is enormous in ripe red cherries red currants cola and oak flavors and while the acidity is fine it's soft enough to drink now.,US,Rhône-style Red Blend
The winery's Willamette Valley cuvée is right on target in 2012 loaded with luscious cranberry/raspberry fruit. Fresh and racy with added spice and a dash of dark chocolate this is a palate-pleaser from start to finish.,US,Pinot Noir
Raymond brings their expert Cabernet touch to this Syrah. It has the rich balanced tannins you expect from a Napa red wine along with oodles of juicy blackberries blueberries and cherries. But the smoked meat and black pepper notes belong to Syrah.,US,Syrah
A little ungainly now with stiff tannins and lots of fresh jammy raspberry and cherry fruit colliding with unintegrated oak notes. All the parts are there but they need until 2019–2020 to meld.,US,Cabernet Sauvignon
From a vineyard holding in the midst of prime Pinot Noir country Maffei intrigues in ripe hearty plum black cherry and kir aromas and flavors. The tannins are soft and nicely managed accented by notes of nutmeg and black pepper.,US,Zinfandel
The producer continues to impress with this estate Russian River white an impressive ambassador for the region in its exuberant layers of apricot honey and vanilla. The substantial texture and concentration stand out and add complexity. A lift of lemon meringue and spice complete the finish.,US,Chardonnay
Silky carpets of cherry grenadine invite one into this vineyard-designate framed by seductive streaks of herbes de Provence and earthy black tea. Juicy and generous on the palate the wine is also complex and restrained its finish wrapped in toasty subtle oak.,US,Pinot Noir
Still young and sappy the tart raspberry and cherry fruit carries tangy highlights of citrus rind and wet stone. Clean and fresh it's a perfectly balanced wine from a difficult vintage and has the structure to age through 2021–2023.,US,Pinot Noir
Bergfeld is named for the winery's historic owner and the land he originally planted around the winery in 1873. Given to old-world airs the wine is chalky in black fruit tobacco and mocha as well as soft substantial tannins. Generous in juiciness and structure it has an herbal quality on the finish.,US,Cabernet Sauvignon
From a highly sought-after source of Cabernet this is classically oaky and dusty a sophisticated take on the grape dense and soft in waves of black cherry. With medium weight that picks up steam on the milk-chocolate finish it's an impressive sipper or worthy companion to steak and potatoes.,US,Cabernet Sauvignon
Sourced from a so-called “mystery clone” that may have originally arrived in Charles Coury's suitcase back in 1964 this unique old-vine bottling offers exceptional details of dusty cocoa baking spices cola minerals and iron filings. The brambly berry fruits are not at all overwhelmed just balanced out with the structure for aging. Drink now through 2025.,US,Pinot Noir
Just one barrel was made of this reserve. At first the new oak shines through then as it opens out the wood becomes less noticeable and a complex array of spice stem and iron filings comes into play. The fruit is light and textural showing hints of sassafras and even a whiff of petrol.,US,Pinot Noir
Flinty and austere this is an elegant white wine crafted from 100% Musque clone dancing in pear and grapefruit. The layered texture impressively stands out riding the wave between creamy and lemony crisp with precision opening the door for the wine to finish refreshingly.,US,Sauvignon Blanc
This Dundee Hills vineyard really shines in 2012 with multi-layered flavors of sweet spicy slightly candied fruits. Kirsch orange peel smoke and sandalwood play against each other with a citrus kick to the underlying acidity. Bright and focused through a long finish this is one to tuck away for a few years. Drink 2017–2025.,US,Pinot Noir
Generous and fruit-driven this brings fully ripened black cherry and blueberry fruit into a thick core of flavor. Its tannins are coated with espresso dark chocolate and a hint of baking spices. Flavors are solid and substantial and the wine will continue to evolve nicely as it sheds its baby fat.,US,Pinot Noir
This sophisticated effort maxxes out the potent cherry fruit with plenty of barrel toast. Much like the winery's reserve the cherries are matched to roasted walnut flavors with a hint of chipotle.,US,Pinot Noir
Sweet and extra ripe this pushes the peach and apricot fruit to a rich and focused center and keeps the impact of new French oak at just 20%. Which is plenty adding just enough sweet and toasty vanilla to the extended rich finish.,US,Chardonnay
Despite the challenging harvest this Cabernet excels in juicy blueberry and plum tones. Dusted with cinnamon on the finish it shows a level-headed use of oak imparting a soft expressive texture marked by acidity. Enjoy now or cellar through 2026.,US,Cabernet Sauvignon
This is a very approachable and tasty wine especially for a grape that can be so tannic when young. Aromas of cola chopped mint and cherries translate to a fruity and minty palate with just enough tannins a nice acidic spice and a bit of woodiness on the finish. It's very well measured.,US,Tempranillo
From three vineyards including Roberts Road this wine impresses in floral honeycomb and a freshness that belies its medium-bodied weight and pithy texture finishing in vanilla that never gets sweet.,US,Chardonnay
From a selection of vineyard sites and clones this wine offers juicy acidity behind a wave of plummy red and black cherry an earthy foundation keeping things real. Oak and tannins are well integrated and plenty of clove flavor make for a spicy finish. This gets extra attention for the awesome label.,US,Pinot Noir
A small-production blend of 86% Zinfandel with 14% Petite Sirah this was aged over a year in a small percentage of new oak. Dry and structured it's a celebration of chocolate leather and blackberry the fruit sizably ripe yet kept in check. Drink now through 2018.,US,Zinfandel
Plummy and tight this wine comes from the Green Valley section of the Russian River Valley. Youthful it hints at fierce acidity around delicately woven specks of mint pine forest rhubarb and clove. In the background the region's classic cola cherry characteristic shows as well. Drink now through 2021.,US,Pinot Noir
This behemoth is all gristle and power voluptuously combining 44% Cabernet Sauvignon 36% Malbec 9% Petit Verdot 5% Merlot 4% Syrah and 2% Carmenere in a mad scientist's way. Velvety it's beyond full-bodied in blackberry and chocolate integrated in terms of oak with a splash of black pepper and tobacco on the finish. Drink now through 2022.,US,Red Blend
Generous aromas like ripe berries and vanilla get this full-bodied wine off to a good start.Next the flavors chime in with harmonious blackberry black cherry and baking-spice notes. The texture is suave and nicely tannic and a tasty spicy effect lasts on the finish. The wine is made with 46% Merlot plus Cabernet Franc Cabernet Sauvignon and Malbec.,US,Red Blend
